"pagina","texto","error"
312,"302 RONDAIES MALLORQUINES

Se 'n tem es gigant que guardava aquell hort, i
amb quatre llongos ja va esser an En Toni Garri-
guel'lo, i li posa ses mans demunt.

El paupa, el troba magrel'lo per engolir-lo-se, i
diu:

—No res, el tancarem dins una bota, li donarem

€e manjar a voler, i, en estar ben grasset, el mos
.. manjarem.

El du a sa seua dona, que nomía Margalida-
Aina, i li diu:

— Mira quin betzo que he trobat que mos roba-
va ses taronges. Tanque 'l dins una bota, dona-li
menjar a voler, i en estar gras, en feim un gaudea-
mos (1),

Sa geganta no 'n taia pus: posa En Toni Garri-
guel'lo dins sa bota, i allà li donaven manjar a vo-

ler, que no 'l se poría acabar. l no es que ell fés
gens es desmenjat ni morretjàs res de lo que li
amollaven, sino que s' ho empassolava tot, tant
n' hi donaven.

l e-hu de creure i pensar que es meteix día que
l'havíen posat dins sa bota, s' hi atica un ratolí
aperduat. En Toni Garriguel'lo l' aplega, li taia sa
coua, i la s' estoja i tira es ratolí detora.

Voltros per ventura direu:

—l éque dianxa havía de ter aquella coeta En
Toni Garriguel'lo2

Idò ja hu voreu que en va fer.

Sa geganta cada quatre o cinc díes, com li ha-
vía amollat es menjar, li deia:

—i Toni Garriguel'lo, treu es ditel'lo veiam si en-
cara estàs tan magrel'lol

(1) Gaudeamus, vega, dinada, menjada, bauxa.
",NA
313,"3 EN TONI GARRIGUEL'LO 303
l En Toni Garriguel'lo, en lloc de treure es di-
tel'lo, treia p' es foradí de sa bota sa coeta des ra- :
l tolí, i sa geganta, com veia allò, s' exclamava:
—j Oh que estàs de magrel'lo, Toni Garriguel'lot
Í allà ivenga a donar-li més recapte per que en-
greixàs molt per porer-lo-se empassolar en estar de
bones carns, que era lo que volía sa geganta, que ò
en tenía més ganes encara que no es gegantl
l des cap de cinc o sis díes, sa geganta ja tor-
nava sucar ets ais an En Toni Garriguel'lo, com li
havía amollat es menjar dins sa bota, dient-li:
—iToni Garriguel'lo, treu es ditel'lol veiam si :
estàs tan magrel'lo o si has engreixat gens. ,
l En Toni Garriguel'lo izàsl tornava treure sa
coeta de ratolí p"" es toradí de sa bota, i sa gegan-
ta que s' exclamava:
—jOh que estàs de magrel'lo, Toni Garriguel'lo.
Aquella dona no se 'n poría avenir de que En
Toni Garriguel'lo engreixàs tan re-de-poc, i hu
deia an es gegant.
—i Ell aquell betzo de dins sa bota no engreixa
gensi Li taç treure es dit desiara per veure Si posa
més popes, i me treu un dit com una coua de ratal
iNo sé que n' haurem de terl
— i No res, deia es gegant. tenguem un poc més
de paciencial iDona-li menjar a voler, i ja veuràs
si engreixaràl :
Il tant com engreixava En Toni Garriguel'lo dins
sa bota, amb tant de recapte com li donaven i amb
sa bona barra que ell tenía, que no feia mai rois-
sos ni deixava res per verd.
Arribà a estar tan gras, que no cabía en pell,
com que hagués d' escardar, però ell com sa ge-
ganta li deia: —i Toni Garriguel'lo, treu es ditel'lol
r
",NA
314,"304 RONDAIES MALLORQUINES 4
iveiam si encara estàs tan magrel'lo, ell treia sa  -
coeta de rata, i sa geganta, com veia allò, s' ex-
clamava:—iO que estàs de magrel'lo, Toni Garri-
guel'lol

l aquella dona itota apuradal sensa sebre que
havía de fer per engreixar En Toni Garriguel'lot

Però heu de creure i pensar i pensar i creure
que un día En Toni Garriguel'lo perd sa coeta de
rata, i, quant sà geganta li tornà dir:

—iToni Garriguel'lo, treu es ditel'lol iveiam Si

/ encara estàs magrel'lol
Es polissardo va haver de treure es dit, i el te-
, nía tan gruixat que ja no pogué passar p' es fora-
dí de sa bota.
—Però sper que no treus es ditel'lo, Toni Ga-
— —rriguel'lo2 deia sa geganta.

—iNo passa p' es foradíl diu s' al'lotó.

—jO que estic de contental diu sa geganta. jA
la tí has engreixatl ijJa 'm pensava que no engrei-
xaríes mail

A 'S vespre com es gegant s' entrega a sopar,
sa geganta li diu:

—iEn nom de Deu que En Toni Garriguel'lo ha
arribat a engreixarl Avui com li he dit que tregués
es ditet p' es foradí de sa bota, ja no l'ha pogut

treure de tant que ha engreixat, ja no li passa p
es foradí.

—iBé mos val diu es gegant. No res idò,dem à
dematí el treus de sa bota, poses una gran caldera
amb aigo demunt es fogons, i el tas butar a ell an
es foc, i, en bufar-hi, que estarà acalat, li etzibes
amb sa trompa devers sa clotellera, li romps s' an-
sa des coll, l escorxes, l'esmoques, i el faç amb
arròs. Íl, en venir jo a 's vespre, jel mos empasso-
lami
",NA
315,"EN TONI GARRIGUEL'LO 305

—iSí que has pensat bél diu sa geganta. Així
com m' has dit, e-hu farél

Però aquells dos beneits se pensaven que En
Toni Garriguel'lo tenía ses oreies de tust, allà ont
les tenía tant fines i escoltava sempre tan arreu,
que no los va perdre ni mitja parauleta, sino que
les ho aglapí totes, i ja veureu que va passar.

Lo endemà es gigant se 'n anà a guardar s' hort
de tarongers, i sa geganta posa sa caldera demunt
es fogons, plena d' aigo i comença foc. Obri sa
bota, i hi troba En Toni Garriguel'lo, tot goixo,
amb unes galtes com si les hi haguessen inflades,
amb unes cuixes com a borratxel'los, amb uns
brassos coma a poltrús i amb unes mans tan mol-
sudes que es dits estaven tan aixamplats com ses
arpes d' una milana, i es coll no hu vulgueu sebre
si n' hi feia de galamó i de rues es clotell.

iQuina alegría que en va tenir sa gigantal Ja 'l
se menjava amb sa vista. ,

—iSí que hu serà bó, sotregit amb arròsl pen-
sava ella.

—iBonol diu ella. ij Tant de temps com éts estat
dins sa bota, sensa ter brot de feina, bellament me
porós aidar a ter ses feines de la casal

—iDigau que voleu que façal diu ell.

—Pots bufar an es foc, diu sa geganta. jA veu-
re si prest me faç bollir sa calderal

—eButar an es toce diu En Toni Garriguel'lo. I
équè es bufar an es foc2

— dQue vol dir què es bufar an es focP diu sa
geganta. jVeiam si ara no sabràs què es bufar an
es foci

—i No vos enfadeu, madonetal diu En Toni Ga-

Tom. lII—20
,
",NA
316,"306 RONDAIES MALLORQUINES
rriguel'lo. Com es una cosa que no he feta mai,
no la sé fer.

: —el te mare no te feia bufar an es focs diu sa l
geganta més de mig enrabiada.

—Me ieia fer altres teines, diu En Toni Garri-
guel'lo. Ara si vos e-hi bufàsseu una mica, me pa-
reix que n' aprendría.

Aquí sa giganta s' agotzona devant es foc i ja
es partida a butar-hi.

l En Toni Garriguel'lo que fa, tot-d' una que la
veu agotzonada2 Agafa una destral que hi havía
allà devora, i li encivella destralada an es bet-coll,
i es cap de sa geganta boteix dins es fogons, i
allà dins tot se cremà fent-se caliu i cenra.

En Toni Garriguel'lo a les hores ta bocins d'
aquell cos, i e-hu tira tot dins sa caldera, i e-hi
aboca també s' arròs, i jfoc i més foc devall sa
calderat

Com va considerar que ja era cuit es fu-aufem,
lleva es foc, escampant es tions ablamats i sa ca-
liuera, i icametes me valguent fuig com cent mil
llamps per que es gegant no s' en temés i no l'
aglapís.

Corre qui corre, pega a sa vorera de mar, i hi
atina una torre tan alta que casi no li veien es cap
d'amunt. Veu que 'n devalla una corda, i ja es
partit a enfilar-s' hi, i iper amuntl i jper amunti

Com va esser amunt de tot, casi no poría tornar

alè.

Es gegant aquell cap-vespre, amb s' idea de so-
par d' En Toni Garriguel'lo sotregit amb arròs, S'
entrega a ses cases abans de pondre-se es sol.

Troba sa casa buida, no veu Na Margalida-Aina
en lloc, no sent una mosca, afina sa gran caldera
",NA
317,"EN TONI GARRIGUEL'LO 307
demunt es foc, s' hi acosta, i tot-d' una se pensava /
que sería En Toni Garriguel'lo es sotregit, però
com no va porer trobar en lloc Na Margalida-Aina,
se 'n va a sa caldera i se posa a remolcar S' arròs,

i amb ses troçades de carn que hi trobava, aviat
va veure que no eren de cap al'lot, sino de una
persona gran, d' una dona.
Amb això li comencen a entrar sospites de Sí
sería sa seua dona, Na Margalida Aina. D' un vent
creia que hu era i d' altre vent creia que no, i
aquell caparrot seu prompte va esser una olla de
caragols. ,
Í sortí de ses cases com un boig i cridant:
—iMargalida Ainat iMargalida Ainal çAón étsP
éCom no 'm responsP
Íl écom li havía de respondre sa mesquina Si era :
dins sa caldera, sotregida amb s' arròs2
l es gegant correguda d' un vent i correguda de
s' altre, crida qui crida:
—iMargalida Ainal iMargalida Ainal cAón étsP
éCom no 'm responsP
l heu de creure i pensar i pensar i creure que
tant va córrer es gigant, que arriba a Sa vorera de
mar, just allà ont s' alçava aquella torre tan alta
que En Toni Guerriguel'lo s' hi era entilat.
Le hi atina es gigant, i li diu: ,
—Toni Garriguel'lo, çaón es Na Margalida
Aina
—eQue la m' heu dada a guardar diu s' estor- l
nell.
—iDigue 'm aón es o si no te matl diu es ge-
gant.
—iO no hi ha més que matars diu En Toni Ga-
rriguel'lol
-
",NA
318,"308 RONDAIES MALLORQUINES

—iGran polissól diu es gegant. ija éts tu que
la m' has llevada des ventl iperò jo t' hi llevaré a
tu més que depressal.—

Atina aquella corda que devallava de sa torre, i
ja es partit a entilar-s' hi, i per amunt i per amunt.

En Toni Garriguel'lo per això no 's retgisà mi-
ca, sino que se va treure un trinxetó que duia sem-
pre dins sa butxaca per un cas de casos: i, com va
veure que es gigant ja arribava an es cap demunt
de tot, taia aquella corda, i es gigantot per avall
per avall, i va pegar tal esclat que se ta fer tot
bocins.

lécom va devallar llavò En Toni Garriguel'lo
d' aquella torre tan alta, sensa aquella corda per
on ell s' era entilat2

Això es lo que jo no he pogut aclarir ni endar-
dellar.

A 's día que hu aclaresca i hu endardell, ja vos
ho faré avinent, si Deu ho vol i María.

l això ès sa rondaia d' En Toni Garriguel'lo. Si
vos agrada, menjau-la-vos frita, menjau-la-vos to-
rrada: i Si no us agrada, tirau-la dalt sa teulada.

——€——-e-ééé ÉS lí-l———
",NA
319,"EES SE EES SE EES
EI ICC III EI ACER III COCCIÓ CAC
UN PARE I QUATRE FIIS Y
— o Qanfe—

Ad era un pare que tenía quatre fiis: En Pere,
el En Pau, En Miquel i En Bernat. Manetjava
es doblers a palades, no sabia que 's tenía, i P homo
estava apurat, perque no sabía quin fii havía de
fer hereu. A ell no li entrava això de fer hereu es

fii major, i no s' aturava de dir: ,

—Serà s' hereu es qui s' ho guany, es qui tenga
més bon cap i més bones obres.

llo bo era que tots quatre eran desxondidíssims,
taiaven un cabei a l' aire, pesaven es sol abans de
sortir, eren de s' ui des vent.

Com foren grans, son pare un dia els agafa i les
diu:

—Al'lots, jo torn vei, i estic ben exposat a que
un día me pec la tutri, i me 'n vaja a veure Sant
Pere, per aquesta raó voldría arreglar això de s'
hereuatge. Sempre m' ho heu sentit dir que no
vui ter hereu es major, sino es qui s' ho guany p'

(1) La 'm contú En Toni Tiru, de So 'n Servera, que feia de porque-
ret a ca-nostra.
",NA
320,"310 RONDAIES MALLORQUINES
es seu bon cap i per ses seus bones obres. Per lo
meteix, anauvos-ne tots quatre a trescar el mon, i
tornau dins quatre anys, i demunt sa vía que hau-
reu feta, ja veuré quin de voltros quatre ha d'
esser s' hereu.

Me Me 3P

Aquells al'lots se posaren ses cames an es coll,
i ja foren partits un cap a ponent, s' altre cap a
llevant, un cap a tramuntana i s' altre cap a mig-
jorn, tots bens peus alts i braç Sonant i oreia fu-
mant.

Camina caminaràs, es major arriba a una ciutat.
Demana quina ciutat es aquella, i li diuen:

—Això es sa ciutat d' ets armers, i no hi pot
entrar negú que no hu sía..

—iBona ideal diu ell. Aquí me quet.

Tresca un parei de carrers cerca qui cerca una
botiga que es Mestre li agradàs de cara. En troba
un que li entrà per s' ui dret, s' hi acosta, l' esco-
met, se peguen de barrina, la fan, i se posa tot-
d' una d' aprenent d' armer.

S' aplicà tant a l' otici, que al punt d' aprenent
passà a fadrí, i ben aviat va esser es primer de sa
botiga. Es Mestre li confiava ses feines més fines
i més delicades, i ell se 'n desteia sempre com tot

l un homo.

Quant se cumpliren es quatre anys que hi feia
feina, agafa es mestre i li diu:

—Mestre, m' es precís anar-me 'n a ca-nostra.

—eQue 't queixes de res d' aquesta casaP diu es
Mestre. :

—De res, diu ell. Però jo vos diré lo que hi ha
devall es terròs. Noltros som quatre germans: som
",NA
321,"UN PARE I QUATRE FIIS 311
una casa molt rica, però mon pare l'ha pegada
que no vol ter hereu es major, sino es que s' ho
guanyarà p' es seu bon cap i bones obres. Í mos
va dir que mos n' anàssem a trescar mon durant /
quatre anys, i que llavò mos examinaría ell a veu-
re qui havía après més, i es qui se 'n duría sa ven-
tatge, sería s' hereu. Per això i no per res pus, es
que me 'n tenc d' anar. Í abans d' anar-me 'n vol-
dría que 'm donàsseu un consei de lo que 'm con-
vé ter. pel

—Si es així, diu es Mestre, lluny de fer-me gens
felló, te vui donar una penyora de lo content que
estic de tu i llavò un consei.

Es Mestre aquí se 'n va i torna al punt amb una
escopeta, i diu an En Pere:

—i Veus aqueixa escopeta2 Idò desde ara la te
don en do. En tirar-hi, feriràs sempre allà ont
apuntaràs, i, Si no vols matar, només travessaràs
lo que feriràs. Í ara te donaré es consei que 'm de-
manes, a ton pare has d' anar sempre ben alerta a
fer-lo telló perque es ton pare, i després de Deu,
li deus tot lo que éts.

En Pere donà mil gracies an es Mestre d' aque-
lla escopeta i d' aquell consei, i, quant es Mestre
li anava a pagar es quatre anys que hi havía feta
feina, va dir que ja se donava per pagat i per re-
de-pagat amb aquella escopeta i aquell consei, i
es Mestre no va esser capaç de ter-li prendre res.

l En Pere ja va esser partit de d' allà amb s' es-
copeta i es consei cap a ca-seua.

l Me Be 2

l ara vegem En Pau, es germà segón, quina ca-
rrera va fer.

5
",NA
322,"312 RONDAIES MALLORQUINES

Tocà el corn com. En Pere, i de d' allà camina
caminarés. Arriba a una ciutat, demana quina ciu-
tat es aquella, i li diuen que era sa ciutat de ses
trompes de-mirar-lluny, això es, que a cada casa
hi havía una botiga que feien trompes d' aquestes.

En tresca una partida de carrers per triar una
botiga que es Mestre li agradàs per llogar-s' hi i

aprendre de ter tal teina. En troba una que s' as-
pecte des Mestre li agradà term, s' hi lloga primer
d'.aprenent, al punt ja pujà a /adrí, i aviat va
esser es primer fadrí de sa botiga, es Mestre esta-
va tot alabat amb ell, li comanava ses feines més
delicades i tines, i ell era el diantre per sebre-se
dester des trumfos com tot un homo.

Que me 'n direu Ell com se cumpliren es
quatre anys que hi feia feina, agata es Mestre, i li
diu:

—Mestre, m' es precís anar-me ""n a ca nostra.

—eQue te queixes de res d' aquesta casaP diu
es Mestre.

—De res, diu En Pau.

l aquí P homo contà an es Mestre allò de que
son pare les havía enviats a trescar el mon i que
dins quatre anys s' havien de presentar a ca-seua,
i que es qui hauría après més, aquell sería s' he-
reu.

—iBé has fet de dir-m' hol diu es Mestre. I per
que veges Si jo estic agradat de tu, espera un poc,
que te vui ter. un present, i llavò te vui dar un
consei.

: —iSí que 'm fareu ben contentl diu En Pau.

Es Mestre s' en va, i li treu una trompa-de-mi-
rar-lluny, i li diu:

—Jas aqueixa trompa-de-mirar-lluny, que té tal
",NA
323,"UN PARE Il QUATRE FIIS 313
virtut que amb ella poren veure qualsevol cosa
que li venga devant fins a coranta llegos, i no hi
ha res que li tap sa vista ni roba ni paret ni tus-
tam. Per ella es com si tot fos de vidre. Ara en

quant an. es consei que he dit que te volía donar,
es que mai per mai faces curt ton pare, i posa
sempre tots ets teus sentits en fer-lo content.

Aquí En Pau va dir:

—iO que me teis de content, Mestre, amb
aqueixa trompa i aqueix consei que 'm donaul iNo
sé com agrair-vos-ho així com pertocarial

Es Mestre llavò li volía pagar es quatre anys
que havia feta per ell, però En Pau en vía ne-
guna volgué tocar cap dobler, perque va dir que
amb aquella trompa-de-mirar-lluny i aquell consei,
se donava per pagat i re-de-pagat.

lja va esser partit cap a ca-son pare fris-fras
tris-tras, amb sa trompa-de-mirar-lluny i es consei
des Mestre..—.——

Ara vegem lo que va ter En Miquel, es fii ter-
cer. També tocà soletes p' es seu vent, i de d'
allà camina caminaràs.

Tant caminà que arriba a una ciutat, i demana
quina ciutat era aquella, i li diuen que es sa ciutat
des sastres, i que allà a cada casa hi ha una sas-
trería. Tresca tres o quatre carrers cerca qui cerca
una botiga que es Mestre li agradàs. A la tí en
troba un que li entrà per S' ui dret. Se peguen de
barrina, la tan, i En Miquel comença d' aprenent,
al punt passa a fadrí, i aviat ja va esser es primer
fadrí de sa botiga, i es Mestre li comanava ses
feines màs delicades i més fines, i era el diantre
per sebre-se 'n desfer com tot un homo.

di
",NA
